task,depth,candidate_index,width,architecture,parameter_count,log10_parameter_count,selected_for_run
classification,2,16,57,"[57, 57]",7075,3.849726,True
classification,2,17,62,"[62, 62]",8005,3.903361,True
classification,2,18,67,"[67, 67]",8985,3.953518,True
classification,2,19,72,"[72, 72]",10015,4.000651,True
classification,2,20,112,"[112, 112]",20055,4.302223,True
classification,2,21,143,"[143, 143]",30037,4.477657,True
classification,2,22,169,"[169, 169]",39891,4.600875,True
classification,2,23,193,"[193, 193]",50187,4.700591,True
classification,2,24,214,"[214, 214]",60141,4.779171,True
classification,2,25,233,"[233, 233]",69907,4.844521,True
classification,2,26,251,"[251, 251]",79825,4.902139,True
classification,2,27,268,"[268, 268]",89787,4.953213,True
classification,2,28,284,"[284, 284]",99691,4.998656,True
classification,2,29,415,"[415, 415]",200037,5.30111,True
classification,2,30,515,"[515, 515]",299737,5.47674,True
classification,2,31,600,"[600, 600]",400207,5.602285,True
classification,2,32,674,"[674, 674]",499441,5.698484,True
classification,2,33,742,"[742, 742]",600285,5.778357,True
classification,2,34,804,"[804, 804]",700291,5.845279,True
classification,2,35,862,"[862, 862]",800805,5.903527,True
classification,2,36,916,"[916, 916]",900435,5.954452,True
classification,2,37,967,"[967, 967]",999885,5.99995,True
classification,2,38,1381,"[1381, 1381]",1999695,6.300964,True
classification,2,39,1699,"[1699, 1699]",3000441,6.477185,True
classification,2,40,1967,"[1967, 1967]",4000885,6.602156,True
classification,2,41,2203,"[2203, 2203]",5000817,6.699041,True
classification,2,42,2416,"[2416, 2416]",5998935,6.778074,True
classification,2,43,2612,"[2612, 2612]",6997555,6.844946,True
classification,2,44,2795,"[2795, 2795]",7999297,6.903052,True
classification,2,45,2967,"[2967, 2967]",9001885,6.954333,True
classification,2,46,3129,"[3129, 3129]",10000291,7.000013,True
classification,2,47,4439,"[4439, 4439]",20002141,7.301076,True
classification,2,48,5444,"[5444, 5444]",30001891,7.477149,True
classification,2,49,6291,"[6291, 6291]",39998185,7.60204,True
classification,2,50,7038,"[7038, 7038]",50004997,7.699013,True
classification,2,51,7713,"[7713, 7713]",60007147,7.778203,True
classification,2,52,8333,"[8333, 8333]",69997207,7.845081,True
classification,2,53,8911,"[8911, 8911]",80002965,7.903106,True
classification,2,54,9453,"[9453, 9453]",89992567,7.954207,True
classification,2,55,9967,"[9967, 9967]",100008885,8.000039,True
classification,2,56,10373,"[10373, 10373]",108294127,8.034605,True
classification,2,57,10765,"[10765, 10765]",116606487,8.066723,True
classification,2,58,11142,"[11142, 11142]",124890685,8.09653,True
classification,2,59,11508,"[11508, 11508]",133205107,8.124521,True
classification,2,60,11862,"[11862, 11862]",141501805,8.150762,True
classification,2,61,12206,"[12206, 12206]",149804245,8.175524,True
classification,2,62,12540,"[12540, 12540]",158091787,8.198909,True
classification,2,63,12866,"[12866, 12866]",166395985,8.221143,True
classification,2,64,13184,"[13184, 13184]",174701191,8.242296,True
classification,3,1,1,"[1, 1, 1]",79,1.897627,True
classification,3,2,3,"[3, 3, 3]",235,2.371068,True
classification,3,3,4,"[4, 4, 4]",319,2.503791,True
classification,3,4,5,"[5, 5, 5]",407,2.609594,True
classification,3,5,6,"[6, 6, 6]",499,2.698101,True
classification,3,6,7,"[7, 7, 7]",595,2.774517,True
classification,3,7,8,"[8, 8, 8]",695,2.841985,True
classification,3,8,9,"[9, 9, 9]",799,2.902547,True
classification,3,9,10,"[10, 10, 10]",907,2.957607,True
classification,3,10,11,"[11, 11, 11]",1019,3.008174,True
classification,3,11,19,"[19, 19, 19]",2059,3.313656,True
classification,3,12,25,"[25, 25, 25]",3007,3.478133,True
classification,3,13,30,"[30, 30, 30]",3907,3.591843,True
classification,3,14,35,"[35, 35, 35]",4907,3.690816,True
classification,3,15,40,"[40, 40, 40]",6007,3.778658,True
classification,3,16,44,"[44, 44, 44]",6959,3.842547,True
classification,3,17,48,"[48, 48, 48]",7975,3.901731,True
classification,3,18,52,"[52, 52, 52]",9055,3.956888,True
classification,3,19,55,"[55, 55, 55]",9907,3.995942,True
classification,3,20,84,"[84, 84, 84]",19999,4.301008,True
classification,3,21,106,"[106, 106, 106]",29899,4.475657,True
classification,3,22,125,"[125, 125, 125]",40007,4.602136,True
classification,3,23,142,"[142, 142, 142]",50275,4.701352,True
classification,3,24,157,"[157, 157, 157]",60295,4.780281,True
classification,3,25,170,"[170, 170, 170]",69707,4.843276,True
classification,3,26,183,"[183, 183, 183]",79795,4.901976,True
classification,3,27,195,"[195, 195, 195]",89707,4.952826,True
classification,3,28,207,"[207, 207, 207]",100195,5.000846,True
classification,3,29,299,"[299, 299, 299]",199739,5.300463,True
classification,3,30,370,"[370, 370, 370]",299707,5.476697,True
classification,3,31,430,"[430, 430, 430]",399907,5.601959,True
classification,3,32,483,"[483, 483, 483]",500395,5.699313,True
classification,3,33,530,"[530, 530, 530]",598907,5.777359,True
classification,3,34,574,"[574, 574, 574]",699139,5.844564,True
classification,3,35,615,"[615, 615, 615]",799507,5.902822,True
classification,3,36,654,"[654, 654, 654]",901219,5.95483,True
classification,3,37,690,"[690, 690, 690]",1000507,6.00022,True
classification,3,38,983,"[983, 983, 983]",2001395,6.301333,True
classification,3,39,1207,"[1207, 1207, 1207]",2998195,6.47686,True
classification,3,40,1397,"[1397, 1397, 1397]",4001015,6.60217,True
classification,3,41,1564,"[1564, 1564, 1564]",5001679,6.699116,True
classification,3,42,1715,"[1715, 1715, 1715]",6002507,6.778333,True
classification,3,43,1853,"[1853, 1853, 1853]",6996935,6.844908,True
classification,3,44,1983,"[1983, 1983, 1983]",8003395,6.903274,True
classification,3,45,2104,"[2104, 2104, 2104]",9000919,6.954287,True
classification,3,46,2219,"[2219, 2219, 2219]",10003259,7.000142,True
classification,3,47,3145,"[3145, 3145, 3145]",20002207,7.301078,True
classification,3,48,3856,"[3856, 3856, 3856]",30007399,7.477228,True
classification,3,49,4455,"[4455, 4455, 4455]",40005907,7.602124,True
classification,3,50,4983,"[4983, 4983, 4983]",50009395,7.699052,True
classification,3,51,5460,"[5460, 5460, 5460]",60005407,7.77819,True
classification,3,52,5899,"[5899, 5899, 5899]",70009339,7.845156,True
classification,3,53,6307,"[6307, 6307, 6307]",79997995,7.903079,True
classification,3,54,6691,"[6691, 6691, 6691]",90007339,7.954278,True
classification,3,55,7054,"[7054, 7054, 7054]",100011619,8.00005,True
classification,3,56,7492,"[7492, 7492, 7492]",112784575,8.05225,True
classification,3,57,7906,"[7906, 7906, 7906]",125563099,8.098862,True
classification,3,58,8300,"[8300, 8300, 8300]",138361007,8.141014,True
classification,3,59,8675,"[8675, 8675, 8675]",151118507,8.179318,True
classification,3,60,9036,"[9036, 9036, 9036]",163931119,8.214661,True
classification,3,61,9382,"[9382, 9382, 9382]",176700595,8.247238,True
classification,3,62,9716,"[9716, 9716, 9716]",189481439,8.277567,True
classification,3,63,10039,"[10039, 10039, 10039]",202265779,8.305922,True
classification,3,64,10352,"[10352, 10352, 10352]",215052455,8.332544,True
classification,4,1,1,"[1, 1, 1, 1]",83,1.919078,True
classification,4,2,2,"[2, 2, 2, 2]",165,2.217484,True
classification,4,3,3,"[3, 3, 3, 3]",253,2.403121,True
classification,4,4,5,"[5, 5, 5, 5]",447,2.650308,True
classification,4,5,6,"[6, 6, 6, 6]",553,2.742725,True
classification,4,6,7,"[7, 7, 7, 7]",665,2.822822,True
classification,4,7,8,"[8, 8, 8, 8]",783,2.893762,True
classification,4,8,9,"[9, 9, 9, 9]",907,2.957607,True
classification,4,9,10,"[10, 10, 10, 10]",1037,3.015779,True
classification,4,10,16,"[16, 16, 16, 16]",1943,3.288473,True
classification,4,11,22,"[22, 22, 22, 22]",3065,3.48643,True
classification,4,12,26,"[26, 26, 26, 26]",3933,3.594724,True
classification,4,13,30,"[30, 30, 30, 30]",4897,3.68993,True
classification,4,14,34,"[34, 34, 34, 34]",5957,3.775028,True
classification,4,15,38,"[38, 38, 38, 38]",7113,3.852053,True
classification,4,16,41,"[41, 41, 41, 41]",8043,3.905418,True
classification,4,17,44,"[44, 44, 44, 44]",9027,3.955543,True
classification,4,18,47,"[47, 47, 47, 47]",10065,4.002814,True
classification,4,19,70,"[70, 70, 70, 70]",19817,4.297038,True
classification,4,20,89,"[89, 89, 89, 89]",30267,4.480969,True
classification,4,21,104,"[104, 104, 104, 104]",40047,4.60257,True
classification,4,22,117,"[117, 117, 117, 117]",49615,4.695613,True
classification,4,23,130,"[130, 130, 130, 130]",60197,4.779575,True
classification,4,24,141,"[141, 141, 141, 141]",69943,4.844744,True
classification,4,25,152,"[152, 152, 152, 152]",80415,4.905337,True
classification,4,26,161,"[161, 161, 161, 161]",89523,4.951935,True
classification,4,27,171,"[171, 171, 171, 171]",100213,5.000924,True
classification,4,28,246,"[246, 246, 246, 246]",199513,5.299971,True
classification,4,29,304,"[304, 304, 304, 304]",299447,5.47632,True
classification,4,30,353,"[353, 353, 353, 353]",399603,5.601629,True
classification,4,31,396,"[396, 396, 396, 396]",499363,5.698416,True
classification,4,32,435,"[435, 435, 435, 435]",599437,5.777744,True
classification,4,33,471,"[471, 471, 471, 471]",699913,5.845044,True
classification,4,34,504,"[504, 504, 504, 504]",798847,5.902464,True
classification,4,35,536,"[536, 536, 536, 536]",901023,5.954736,True
classification,4,36,565,"[565, 565, 565, 565]",998927,5.999534,True
classification,4,37,804,"[804, 804, 804, 804]",1997947,6.300584,True
classification,4,38,988,"[988, 988, 988, 988]",3000563,6.477203,True
classification,4,39,1143,"[1143, 1143, 1143, 1143]",4002793,6.602363,True
classification,4,40,1279,"[1279, 1279, 1279, 1279]",5000897,6.699048,True
classification,4,41,1402,"[1402, 1402, 1402, 1402]",5999165,6.778091,True
classification,4,42,1515,"[1515, 1515, 1515, 1515]",6996277,6.844867,True
classification,4,43,1621,"[1621, 1621, 1621, 1621]",8001263,6.903159,True
classification,4,44,1720,"[1720, 1720, 1720, 1720]",9000767,6.95428,True
classification,4,45,1814,"[1814, 1814, 1814, 1814]",10004217,7.000183,True
classification,4,46,2570,"[2570, 2570, 2570, 2570]",20002317,7.30108,True
classification,4,47,3150,"[3150, 3150, 3150, 3150]",29997457,7.477084,True
classification,4,48,3639,"[3639, 3639, 3639, 3639]",39992617,7.60198,True
classification,4,49,4070,"[4070, 4070, 4070, 4070]",49991817,7.698899,True
classification,4,50,4460,"[4460, 4460, 4460, 4460]",60000387,7.778154,True
classification,4,51,4818,"[4818, 4818, 4818, 4818]",69991093,7.845043,True
classification,4,52,5152,"[5152, 5152, 5152, 5152]",80005415,7.903119,True
classification,4,53,5465,"[5465, 5465, 5465, 5465]",89997627,7.954231,True
classification,4,54,5761,"[5761, 5761, 5761, 5761]",99987923,7.999948,True
classification,4,55,6116,"[6116, 6116, 6116, 6116]",112662843,8.051781,True
classification,4,56,6451,"[6451, 6451, 6451, 6451]",125317133,8.09801,True
classification,4,57,6769,"[6769, 6769, 6769, 6769]",137952227,8.139729,True
classification,4,58,7074,"[7074, 7074, 7074, 7074]",150640837,8.177943,True
classification,4,59,7365,"[7365, 7365, 7365, 7365]",163267327,8.212899,True
classification,4,60,7646,"[7646, 7646, 7646, 7646]",175942113,8.24537,True
classification,4,61,7917,"[7917, 7917, 7917, 7917]",188614615,8.275575,True
classification,4,62,8178,"[8178, 8178, 8178, 8178]",201236053,8.303706,True
classification,4,63,8432,"[8432, 8432, 8432, 8432]",213911415,8.330234,True
classification,5,1,1,"[1, 1, 1, 1, 1]",87,1.939519,True
classification,5,2,2,"[2, 2, 2, 2, 2]",175,2.243038,True
classification,5,3,3,"[3, 3, 3, 3, 3]",271,2.432969,True
classification,5,4,4,"[4, 4, 4, 4, 4]",375,2.574031,True
classification,5,5,5,"[5, 5, 5, 5, 5]",487,2.687529,True
classification,5,6,6,"[6, 6, 6, 6, 6]",607,2.783189,True
classification,5,7,7,"[7, 7, 7, 7, 7]",735,2.866287,True
classification,5,8,8,"[8, 8, 8, 8, 8]",871,2.940018,True
classification,5,9,9,"[9, 9, 9, 9, 9]",1015,3.006466,True
classification,5,10,15,"[15, 15, 15, 15, 15]",2047,3.311118,True
classification,5,11,19,"[19, 19, 19, 19, 19]",2895,3.461649,True
classification,5,12,23,"[23, 23, 23, 23, 23]",3871,3.587823,True
classification,5,13,27,"[27, 27, 27, 27, 27]",4975,3.696793,True
classification,5,14,30,"[30, 30, 30, 30, 30]",5887,3.769894,True
classification,5,15,33,"[33, 33, 33, 33, 33]",6871,3.83702,True
classification,5,16,36,"[36, 36, 36, 36, 36]",7927,3.899109,True
classification,5,17,39,"[39, 39, 39, 39, 39]",9055,3.956888,True
classification,5,18,41,"[41, 41, 41, 41, 41]",9847,3.993304,True
classification,5,19,62,"[62, 62, 62, 62, 62]",20095,4.303088,True
classification,5,20,78,"[78, 78, 78, 78, 78]",30271,4.481027,True
classification,5,21,91,"[91, 91, 91, 91, 91]",40047,4.60257,True
classification,5,22,103,"[103, 103, 103, 103, 103]",50271,4.701318,True
classification,5,23,113,"[113, 113, 113, 113, 113]",59671,4.775763,True
classification,5,24,123,"[123, 123, 123, 123, 123]",69871,4.844297,True
classification,5,25,132,"[132, 132, 132, 132, 132]",79735,4.901649,True
classification,5,26,141,"[141, 141, 141, 141, 141]",90247,4.955433,True
classification,5,27,149,"[149, 149, 149, 149, 149]",100135,5.000586,True
classification,5,28,214,"[214, 214, 214, 214, 214]",199455,5.299845,True
classification,5,29,265,"[265, 265, 265, 265, 265]",301047,5.478634,True
classification,5,30,307,"[307, 307, 307, 307, 307]",400335,5.602424,True
classification,5,31,344,"[344, 344, 344, 344, 344]",499495,5.698531,True
classification,5,32,378,"[378, 378, 378, 378, 378]",600271,5.778347,True
classification,5,33,409,"[409, 409, 409, 409, 409]",700215,5.845231,True
classification,5,34,438,"[438, 438, 438, 438, 438]",800671,5.903454,True
classification,5,35,465,"[465, 465, 465, 465, 465]",900247,5.954362,True
classification,5,36,491,"[491, 491, 491, 491, 491]",1001647,6.000715,True
classification,5,37,698,"[698, 698, 698, 698, 698]",2001871,6.301436,True
classification,5,38,857,"[857, 857, 857, 857, 857]",3002935,6.477546,True
classification,5,39,991,"[991, 991, 991, 991, 991]",4003647,6.602456,True
classification,5,40,1109,"[1109, 1109, 1109, 1109, 1109]",5003815,6.699301,True
classification,5,41,1215,"[1215, 1215, 1215, 1215, 1215]",5997247,6.777952,True
classification,5,42,1313,"[1313, 1313, 1313, 1313, 1313]",6995671,6.844829,True
classification,5,43,1405,"[1405, 1405, 1405, 1405, 1405]",8002887,6.903247,True
classification,5,44,1491,"[1491, 1491, 1491, 1491, 1491]",9005647,6.954515,True
classification,5,45,1572,"[1572, 1572, 1572, 1572, 1572]",10004215,7.000183,True
classification,5,46,2227,"[2227, 2227, 2227, 2227, 2227]",20007375,7.30119,True
classification,5,47,2729,"[2729, 2729, 2729, 2729, 2729]",29997175,7.47708,True
classification,5,48,3153,"[3153, 3153, 3153, 3153, 3153]",40005271,7.602117,True
classification,5,49,3526,"[3526, 3526, 3526, 3526, 3526]",49998687,7.698959,True
classification,5,50,3863,"[3863, 3863, 3863, 3863, 3863]",59984671,7.77804,True
classification,5,51,4174,"[4174, 4174, 4174, 4174, 4174]",70006335,7.845137,True
classification,5,52,4463,"[4463, 4463, 4463, 4463, 4463]",80012671,7.903159,True
classification,5,53,4734,"[4734, 4734, 4734, 4734, 4734]",90002815,7.954256,True
classification,5,54,4991,"[4991, 4991, 4991, 4991, 4991]",100019647,8.000085,True
classification,5,55,5232,"[5232, 5232, 5232, 5232, 5232]",109892935,8.04097,True
classification,5,56,5463,"[5463, 5463, 5463, 5463, 5463]",119792671,8.07843,True
classification,5,57,5684,"[5684, 5684, 5684, 5684, 5684]",129663415,8.112817,True
classification,5,58,5897,"[5897, 5897, 5897, 5897, 5897]",139546615,8.144719,True
classification,5,59,6103,"[6103, 6103, 6103, 6103, 6103]",149450271,8.174497,True
classification,5,60,6302,"[6302, 6302, 6302, 6302, 6302]",159339775,8.202324,True
classification,5,61,6494,"[6494, 6494, 6494, 6494, 6494]",169181695,8.228353,True
classification,5,62,6682,"[6682, 6682, 6682, 6682, 6682]",179104335,8.253106,True
classification,5,63,6864,"[6864, 6864, 6864, 6864, 6864]",188979655,8.276415,True
classification,6,1,1,"[1, 1, 1, 1, 1, 1]",91,1.959041,True
classification,6,2,2,"[2, 2, 2, 2, 2, 2]",185,2.267172,True
classification,6,3,3,"[3, 3, 3, 3, 3, 3]",289,2.460898,True
classification,6,4,4,"[4, 4, 4, 4, 4, 4]",403,2.605305,True
classification,6,5,5,"[5, 5, 5, 5, 5, 5]",527,2.721811,True
classification,6,6,6,"[6, 6, 6, 6, 6, 6]",661,2.820201,True
classification,6,7,7,"[7, 7, 7, 7, 7, 7]",805,2.905796,True
classification,6,8,8,"[8, 8, 8, 8, 8, 8]",959,2.981819,True
classification,6,9,14,"[14, 14, 14, 14, 14, 14]",2093,3.320769,True
classification,6,10,18,"[18, 18, 18, 18, 18, 18]",3049,3.484157,True
classification,6,11,21,"[21, 21, 21, 21, 21, 21]",3871,3.587823,True
classification,6,12,25,"[25, 25, 25, 25, 25, 25]",5107,3.708166,True
classification,6,13,28,"[28, 28, 28, 28, 28, 28]",6139,3.788098,True
classification,6,14,30,"[30, 30, 30, 30, 30, 30]",6877,3.837399,True
classification,6,15,33,"[33, 33, 33, 33, 33, 33]",8059,3.906281,True
classification,6,16,35,"[35, 35, 35, 35, 35, 35]",8897,3.949244,True
classification,6,17,37,"[37, 37, 37, 37, 37, 37]",9775,3.990117,True
classification,6,18,56,"[56, 56, 56, 56, 56, 56]",20111,4.303434,True
classification,6,19,70,"[70, 70, 70, 70, 70, 70]",30037,4.477657,True
classification,6,20,82,"[82, 82, 82, 82, 82, 82]",40105,4.603199,True
classification,6,21,92,"[92, 92, 92, 92, 92, 92]",49595,4.695438,True
classification,6,22,102,"[102, 102, 102, 102, 102, 102]",60085,4.778766,True
classification,6,23,111,"[111, 111, 111, 111, 111, 111]",70381,4.847455,True
classification,6,24,119,"[119, 119, 119, 119, 119, 119]",80213,4.904245,True
classification,6,25,126,"[126, 126, 126, 126, 126, 126]",89341,4.951051,True
classification,6,26,134,"[134, 134, 134, 134, 134, 134]",100373,5.001617,True
classification,6,27,192,"[192, 192, 192, 192, 192, 192]",199495,5.299932,True
classification,6,28,237,"[237, 237, 237, 237, 237, 237]",299575,5.476506,True
classification,6,29,275,"[275, 275, 275, 275, 275, 275]",399857,5.601905,True
classification,6,30,308,"[308, 308, 308, 308, 308, 308]",498659,5.697804,True
classification,6,31,339,"[339, 339, 339, 339, 339, 339]",601393,5.779158,True
classification,6,32,366,"[366, 366, 366, 366, 366, 366]",698701,5.844291,True
classification,6,33,392,"[392, 392, 392, 392, 392, 392]",799295,5.902707,True
classification,6,34,416,"[416, 416, 416, 416, 416, 416]",898151,5.953349,True
classification,6,35,439,"[439, 439, 439, 439, 439, 439]",998293,5.999258,True
classification,6,36,625,"[625, 625, 625, 625, 625, 625]",2002507,6.301574,True
classification,6,37,767,"[767, 767, 767, 767, 767, 767]",3002045,6.477417,True
classification,6,38,887,"[887, 887, 887, 887, 887, 887]",4003925,6.602486,True
classification,6,39,992,"[992, 992, 992, 992, 992, 992]",4998695,6.698857,True
classification,6,40,1088,"[1088, 1088, 1088, 1088, 1088, 1088]",6004679,6.77849,True
classification,6,41,1175,"[1175, 1175, 1175, 1175, 1175, 1175]",6995957,6.844847,True
classification,6,42,1257,"[1257, 1257, 1257, 1257, 1257, 1257]",7999555,6.903066,True
classification,6,43,1334,"[1334, 1334, 1334, 1334, 1334, 1334]",9003173,6.954396,True
classification,6,44,1406,"[1406, 1406, 1406, 1406, 1406, 1406]",9995261,6.999794,True
classification,6,45,1992,"[1992, 1992, 1992, 1992, 1992, 1992]",19997695,7.30098,True
classification,6,46,2442,"[2442, 2442, 2442, 2442, 2442, 2442]",30009745,7.477262,True
classification,6,47,2821,"[2821, 2821, 2821, 2821, 2821, 2821]",40013071,7.602202,True
classification,6,48,3154,"[3154, 3154, 3154, 3154, 3154, 3154]",49987753,7.698864,True
classification,6,49,3456,"[3456, 3456, 3456, 3456, 3456, 3456]",59992711,7.778098,True
classification,6,50,3734,"[3734, 3734, 3734, 3734, 3734, 3734]",70008773,7.845152,True
classification,6,51,3992,"[3992, 3992, 3992, 3992, 3992, 3992]",79995695,7.903067,True
classification,6,52,4235,"[4235, 4235, 4235, 4235, 4235, 4235]",90010697,7.954294,True
classification,6,53,4464,"[4464, 4464, 4464, 4464, 4464, 4464]",99989143,7.999953,True
classification,6,54,4644,"[4644, 4644, 4644, 4644, 4644, 4644]",108200563,8.03423,True
classification,6,55,4817,"[4817, 4817, 4817, 4817, 4817, 4817]",116397995,8.065945,True
classification,6,56,4984,"[4984, 4984, 4984, 4984, 4984, 4984]",124595023,8.095501,True
classification,6,57,5146,"[5146, 5146, 5146, 5146, 5146, 5146]",132813121,8.123241,True
classification,6,58,5303,"[5303, 5303, 5303, 5303, 5303, 5303]",141027989,8.149305,True
classification,6,59,5455,"[5455, 5455, 5455, 5455, 5455, 5455]",149216077,8.173816,True
classification,6,60,5603,"[5603, 5603, 5603, 5603, 5603, 5603]",157410689,8.197034,True
classification,6,61,5747,"[5747, 5747, 5747, 5747, 5747, 5747]",165594065,8.219045,True
classification,6,62,5888,"[5888, 5888, 5888, 5888, 5888, 5888]",173807879,8.240069,True
classification,7,1,1,"[1, 1, 1, 1, 1, 1, 1]",95,1.977724,True
classification,7,2,2,"[2, 2, 2, 2, 2, 2, 2]",195,2.290035,True
classification,7,3,3,"[3, 3, 3, 3, 3, 3, 3]",307,2.487138,True
classification,7,4,4,"[4, 4, 4, 4, 4, 4, 4]",431,2.634477,True
classification,7,5,5,"[5, 5, 5, 5, 5, 5, 5]",567,2.753583,True
classification,7,6,6,"[6, 6, 6, 6, 6, 6, 6]",715,2.854306,True
classification,7,7,7,"[7, 7, 7, 7, 7, 7, 7]",875,2.942008,True
classification,7,8,8,"[8, 8, 8, 8, 8, 8, 8]",1047,3.019947,True
classification,7,9,13,"[13, 13, 13, 13, 13, 13, 13]",2087,3.319522,True
classification,7,10,17,"[17, 17, 17, 17, 17, 17, 17]",3135,3.496238,True
classification,7,11,20,"[20, 20, 20, 20, 20, 20, 20]",4047,3.607133,True
classification,7,12,23,"[23, 23, 23, 23, 23, 23, 23]",5067,3.704751,True
classification,7,13,25,"[25, 25, 25, 25, 25, 25, 25]",5807,3.763952,True
classification,7,14,28,"[28, 28, 28, 28, 28, 28, 28]",7007,3.845532,True
classification,7,15,30,"[30, 30, 30, 30, 30, 30, 30]",7867,3.895809,True
classification,7,16,32,"[32, 32, 32, 32, 32, 32, 32]",8775,3.943247,True
classification,7,17,35,"[35, 35, 35, 35, 35, 35, 35]",10227,4.009748,True
classification,7,18,51,"[51, 51, 51, 51, 51, 51, 51]",19795,4.296556,True
classification,7,19,64,"[64, 64, 64, 64, 64, 64, 64]",29831,4.474668,True
classification,7,20,75,"[75, 75, 75, 75, 75, 75, 75]",39907,4.601049,True
classification,7,21,85,"[85, 85, 85, 85, 85, 85, 85]",50327,4.701801,True
classification,7,22,93,"[93, 93, 93, 93, 93, 93, 93]",59527,4.774714,True
classification,7,23,101,"[101, 101, 101, 101, 101, 101, 101]",69495,4.841954,True
classification,7,24,109,"[109, 109, 109, 109, 109, 109, 109]",80231,4.904342,True
classification,7,25,116,"[116, 116, 116, 116, 116, 116, 116]",90255,4.955471,True
classification,7,26,122,"[122, 122, 122, 122, 122, 122, 122]",99315,4.997015,True
classification,7,27,176,"[176, 176, 176, 176, 176, 176, 176]",200295,5.30167,True
classification,7,28,217,"[217, 217, 217, 217, 217, 217, 217]",300335,5.477606,True
classification,7,29,251,"[251, 251, 251, 251, 251, 251, 251]",398595,5.600532,True
classification,7,30,282,"[282, 282, 282, 282, 282, 282, 282]",500275,5.699209,True
classification,7,31,309,"[309, 309, 309, 309, 309, 309, 309]",598231,5.776869,True
classification,7,32,335,"[335, 335, 335, 335, 335, 335, 335]",700827,5.845611,True
classification,7,33,358,"[358, 358, 358, 358, 358, 358, 358]",798347,5.902192,True
classification,7,34,381,"[381, 381, 381, 381, 381, 381, 381]",902215,5.95531,True
classification,7,35,401,"[401, 401, 401, 401, 401, 401, 401]",997695,5.998998,True
classification,7,36,571,"[571, 571, 571, 571, 571, 571, 571]",2003075,6.301697,True
classification,7,37,700,"[700, 700, 700, 700, 700, 700, 700]",2997407,6.476746,True
classification,7,38,810,"[810, 810, 810, 810, 810, 810, 810]",4003027,6.602389,True
classification,7,39,906,"[906, 906, 906, 906, 906, 906, 906]",4999315,6.698911,True
classification,7,40,993,"[993, 993, 993, 993, 993, 993, 993]",5997727,6.777987,True
